"","Tm","Year","Player","Pos","Age","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","eFG.","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PTS","All.Star","prevAS","W.L.","conf","tv","prop.G","tvf","big.m","med.m","small.m","east"
"1","ATL",2017,"Kris Humphries","PF",31,56,689,13.6,0.514,0.252,0.383,9.7,23,16.4,6.4,1.1,2.6,10.1,17.6,0.6,1.1,1.6,0.115,-3,0.3,-2.7,-0.1,87,214,0.407,19,54,0.352,68,160,0.451,64,82,60,146,3.67857142857143,0.517857142857143,15,21,28,4.58928571428571,0,0,0.524,"east",2.341,0.682926829268293,"med",0,1,0,1
"2","ATL",2011,"Josh Smith","PF",25,77,2645,19.2,0.54,0.148,0.304,6.2,23.7,15,17.1,2,3.5,14.3,24.7,1.9,4.5,6.4,0.116,0.2,3,3.1,3.4,497,1041,0.477,51,154,0.331,446,887,0.502,229,316,134,523,8.53246753246753,3.31168831168831,99,120,197,16.5454545454545,0,0,0.537,"east",2.341,0.939024390243902,"med",0,1,0,1
"3","ATL",2017,"Tim Hardaway","SG",24,79,2154,15.2,0.568,0.457,0.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,2.7,2.1,4.8,0.107,1.3,-1.5,-0.3,0.9,415,912,0.455,149,417,0.357,266,495,0.537,164,214,35,189,2.83544303797468,2.30379746835443,55,15,106,14.4683544303797,0,0,0.524,"east",2.341,0.963414634146341,"med",0,1,0,1
"4","ATL",2016,"Tiago Splitter","C",31,36,579,13.7,0.571,0.013,0.31,8.7,13.8,11.3,7.9,1.7,1.6,12,15.5,0.9,0.9,1.7,0.144,-1.9,1.1,-0.8,0.2,81,155,0.523,0,2,0,81,153,0.523,39,48,45,75,3.33333333333333,0.833333333333333,20,12,24,5.58333333333333,0,0,0.585,"east",2.341,0.439024390243902,"med",0,1,0,1
"5","ATL",2017,"Malcolm Delaney","PG",27,73,1248,7.5,0.456,0.284,0.24,1,9.8,5.5,23.1,1.5,0.1,18.1,18.3,-1.1,1.3,0.1,0.005,-4.6,-1.2,-5.8,-1.2,145,388,0.374,26,110,0.236,119,278,0.407,75,93,11,113,1.6986301369863,2.64383561643836,39,1,95,5.35616438356164,0,0,0.524,"east",2.341,0.890243902439024,"med",0,1,0,1
"6","ATL",2019,"John Collins","PF",21,61,1829,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11,0.6,1.8,11.2,23.7,5,1,6,0.158,2.6,-1.2,1.4,1.6,465,831,0.56,55,158,0.348,410,673,0.593,203,266,219,376,9.75409836065574,1.98360655737705,22,39,120,19.4754098360656,0,0,0.354,"east",2.341,0.74390243902439,"med",0,1,0,1
"7","ATL",2019,"Taurean Waller-Prince","SF",24,55,1552,11.9,0.575,0.53,0.195,1.5,12.3,6.7,11.1,1.6,1.1,13.4,19.5,0.8,0.7,1.5,0.047,-0.4,-1.5,-1.9,0,262,594,0.441,123,315,0.39,139,279,0.545,95,116,22,177,3.61818181818182,2.14545454545455,53,19,100,13.4909090909091,0,0,0.354,"east",2.341,0.670731707317073,"med",0,1,0,1
"8","ATL",2018,"DeAndre' Bembry","SF",23,26,455,7.6,0.477,0.234,0.258,2,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.9,1.5,-4.4,-0.3,53,128,0.414,11,30,0.367,42,98,0.457,19,33,8,64,2.76923076923077,1.88461538461538,21,12,47,5.23076923076923,0,0,0.293,"east",2.341,0.317073170731707,"med",0,1,0,1
"9","ATL",2011,"Jason Collins","C",32,49,593,5.4,0.539,0.014,0.577,6.1,14.5,10.4,5.3,0.8,1.2,22.6,9.2,0.1,0.5,0.6,0.049,-4.4,0.5,-3.9,-0.3,34,71,0.479,1,1,1,33,70,0.486,27,41,30,72,2.08163265306122,0.448979591836735,9,9,26,1.95918367346939,0,0,0.537,"east",2.341,0.597560975609756,"med",0,1,0,1
"10","ATL",2019,"Alex Len","C",25,77,1544,17.2,0.575,0.315,0.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1,3.2,0.1,-0.1,-0.8,-0.9,0.4,320,648,0.494,74,204,0.363,246,444,0.551,140,216,158,266,5.50649350649351,1.11688311688312,27,69,97,11.0909090909091,0,0,0.354,"east",2.341,0.939024390243902,"med",0,1,0,1
"11","ATL",2011,"Zaza Pachulia","C",26,79,1244,12.4,0.562,0,0.772,11.6,20.6,16.1,7,1.5,1.3,18.2,14.5,1.5,1.6,3.1,0.118,-2.2,0.8,-1.5,0.2,107,232,0.461,0,0,0,107,232,0.461,135,179,119,214,4.21518987341772,0.734177215189873,34,22,69,4.41772151898734,0,0,0.537,"east",2.341,0.963414634146341,"med",0,1,0,1
"12","ATL",2018,"Dewayne Dedmon","C",28,62,1542,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17,1.8,1.9,3.7,0.114,-1,1.6,0.5,1,250,477,0.524,50,141,0.355,200,336,0.577,67,86,100,389,7.88709677419355,1.45161290322581,40,51,86,9.95161290322581,0,0,0.293,"east",2.341,0.75609756097561,"med",0,1,0,1
"13","ATL",2011,"Al Horford","C",24,77,2704,20.7,0.587,0.004,0.204,8.2,23.7,16,17.5,1.2,2.3,10.6,19.7,6.4,3.7,10.1,0.179,2,2.4,4.4,4.4,513,921,0.557,2,4,0.5,511,917,0.558,150,188,182,536,9.32467532467532,3.45454545454545,59,80,119,15.2987012987013,1,1,0.537,"east",2.341,0.939024390243902,"med",0,1,0,1
"14","ATL",2017,"Dennis Schroder","PG",23,79,2485,16.1,0.533,0.242,0.21,1.9,9,5.5,35.5,1.5,0.6,16.3,27.8,1.2,2.5,3.7,0.071,0.7,-1.4,-0.7,0.8,548,1215,0.451,100,294,0.34,448,921,0.492,218,255,42,206,3.13924050632911,6.31645569620253,74,16,258,17.8987341772152,0,0,0.524,"east",2.341,0.963414634146341,"med",0,1,0,1
"15","ATL",2011,"Jamal Crawford","SG",30,76,2297,14.2,0.545,0.399,0.297,1.2,5.6,3.4,17.7,1.3,0.5,12.8,23.4,1.9,1.4,3.4,0.071,0.7,-2.7,-2,0,368,874,0.421,119,349,0.341,249,525,0.489,222,260,22,108,1.71052631578947,3.17105263157895,57,14,145,14.1710526315789,0,0,0.537,"east",2.341,0.926829268292683,"med",0,1,0,1
"16","ATL",2015,"Jeff Teague","PG",26,73,2228,20.6,0.566,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,5,2.8,7.7,0.166,2.5,-0.7,1.8,2.1,408,887,0.46,71,207,0.343,337,680,0.5,275,319,30,154,2.52054794520548,7.02739726027397,125,31,205,15.9178082191781,1,0,0.732,"east",2.341,0.890243902439024,"med",0,1,0,1
"17","ATL",2017,"Taurean Waller-Prince","SF",22,59,981,9.8,0.513,0.358,0.33,2.8,14.6,8.8,8.4,2.2,2.4,15.7,17.2,-0.4,1.5,1.1,0.054,-3.8,1.5,-2.3,-0.1,114,285,0.4,33,102,0.324,81,183,0.458,74,94,25,132,2.66101694915254,0.932203389830508,43,27,61,5.67796610169492,0,0,0.524,"east",2.341,0.719512195121951,"med",0,1,0,1
"18","ATL",2009,"Maurice Evans","SF",30,80,1840,11.1,0.558,0.515,0.151,5.6,9.9,7.7,4.6,1.5,0.4,7.7,14.2,2.3,1.5,3.8,0.099,0.5,-1,-0.5,0.7,208,482,0.432,98,248,0.395,110,234,0.533,60,73,88,155,3.0375,0.675,50,10,43,7.175,0,0,0.573,"east",2.341,0.975609756097561,"med",0,1,0,1
"19","ATL",2012,"Josh Smith","PF",26,66,2329,21.1,0.499,0.099,0.292,6.9,24.8,15.9,20.6,2.1,3.8,11.7,28.4,1.9,4.9,6.8,0.139,0.3,3.7,4.1,3.5,504,1101,0.458,28,109,0.257,476,992,0.47,203,322,136,496,9.57575757575758,3.89393939393939,93,115,164,18.7727272727273,0,0,0.606,"east",2.341,1,"med",0,1,0,1
"20","ATL",2015,"Mike Muscala","PF",23,40,502,18,0.608,0.146,0.166,12.2,14.8,13.5,8,1.6,3.2,11.5,16.7,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5,83,151,0.55,9,22,0.409,74,129,0.579,22,25,52,67,2.975,0.625,16,19,21,4.925,0,0,0.732,"east",2.341,0.48780487804878,"med",0,1,0,1
"21","ATL",2019,"Vince Carter","SF",42,76,1330,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,0.07,-0.2,-1.4,-1.6,0.1,196,468,0.419,123,316,0.389,73,152,0.55,47,66,31,163,2.55263157894737,1.14473684210526,44,27,48,7.39473684210526,0,1,0.354,"east",2.341,0.926829268292683,"med",0,1,0,1
"22","ATL",2010,"Josh Smith","PF",24,81,2871,21,0.536,0.007,0.422,9,19.8,14.3,19,2.4,4.5,14.3,22.2,4.2,5.1,9.3,0.155,1.2,4.3,5.5,5.4,504,999,0.505,0,7,0,504,992,0.505,261,422,223,482,8.7037037037037,4.22222222222222,130,172,198,15.6666666666667,0,0,0.646,"east",2.341,0.98780487804878,"med",0,1,0,1
"23","ATL",2019,"Justin Anderson","SF",25,48,463,11.2,0.516,0.49,0.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,0.1,0.4,0.4,0.043,-2.6,-0.7,-3.2,-0.1,64,157,0.408,24,77,0.312,40,80,0.484,26,35,24,60,1.75,0.479166666666667,22,13,23,3.70833333333333,0,0,0.354,"east",2.341,0.585365853658537,"med",0,1,0,1
"24","ATL",2012,"Tracy McGrady","SF",32,52,837,13.6,0.51,0.143,0.359,3.3,18.2,10.8,20.8,1,1.4,16.5,18,0.5,1.1,1.6,0.094,-2.4,0.6,-1.7,0.1,101,231,0.437,15,33,0.455,86,198,0.47,56,83,23,131,2.96153846153846,2.11538461538462,16,15,53,5.25,0,1,0.606,"east",2.341,0.787878787878788,"med",0,1,0,1
"25","ATL",2018,"Taurean Waller-Prince","SF",23,82,2464,12.8,0.549,0.469,0.185,2.3,15.3,8.8,13.9,1.7,1.5,15.3,22.1,0,2,2,0.038,-0.7,0,-0.7,0.8,415,975,0.426,176,457,0.385,239,518,0.516,152,180,50,339,4.74390243902439,2.60975609756098,85,42,191,14.1219512195122,0,0,0.293,"east",2.341,1,"med",0,1,0,1
"26","ATL",2015,"Kent Bazemore","SG",25,75,1324,9.7,0.52,0.399,0.302,1.9,16.8,9.6,8.6,2,2.1,16.3,15.5,-0.4,1.9,1.6,0.057,-3.1,1.3,-1.8,0.1,141,331,0.426,48,132,0.364,93,199,0.498,60,100,21,201,2.96,1.04,52,33,73,5.2,0,0,0.732,"east",2.341,0.914634146341463,"med",0,1,0,1
"27","ATL",2012,"Marvin Williams","SF",25,57,1500,15.8,0.542,0.317,0.311,6,16.9,11.5,7.7,1.7,0.9,6.8,18,2.7,2.1,4.9,0.156,0.8,0.2,1,1.1,203,470,0.432,58,149,0.389,145,321,0.494,115,146,76,218,5.15789473684211,1.24561403508772,47,18,39,10.1578947368421,0,0,0.606,"east",2.341,0.863636363636364,"med",0,1,0,1
"28","ATL",2017,"Kent Bazemore","SF",27,73,1963,11.5,0.504,0.369,0.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.053,-2,1.2,-0.8,0.6,295,721,0.409,92,266,0.346,203,455,0.473,119,168,45,186,3.16438356164384,2.42465753424658,91,52,125,10.972602739726,0,0,0.524,"east",2.341,0.890243902439024,"med",0,1,0,1
"29","ATL",2011,"Damien Wilkins","SF",31,52,676,11.4,0.557,0.073,0.409,4.1,11.9,8,9.3,2.1,1,11.5,12.8,0.7,0.8,1.5,0.104,-2.1,0.6,-1.5,0.1,69,137,0.504,2,10,0.2,67,127,0.511,40,56,23,67,1.73076923076923,0.788461538461538,27,9,21,3.46153846153846,0,0,0.537,"east",2.341,0.634146341463415,"med",0,1,0,1
"30","ATL",2013,"Anthony Tolliver","SF",27,62,963,8.4,0.531,0.616,0.236,3.7,14.5,9.2,4.8,0.8,1,13.1,13.2,0.3,0.9,1.2,0.059,-2.5,-0.8,-3.3,-0.3,82,216,0.38,45,133,0.338,37,83,0.484,44,51,31,124,2.5,0.516129032258065,15,12,36,4.08064516129032,0,0,0.537,"east",2.341,0.75609756097561,"med",0,1,0,1
"31","ATL",2011,"Joe Johnson","SG",29,72,2554,16.4,0.517,0.258,0.209,2.8,10.9,6.9,24,1,0.2,10.3,26.3,2.5,1.8,4.2,0.08,1.6,-1.8,-0.2,1.2,514,1161,0.443,89,300,0.297,425,861,0.481,195,243,59,232,4.04166666666667,4.69444444444444,47,7,146,18.2222222222222,1,1,0.537,"east",2.341,0.878048780487805,"med",0,1,0,1
"32","ATL",2013,"Johan Petro","C",27,31,352,11,0.468,0.036,0.109,10.9,25.3,18.2,7.1,1.5,2,17.2,18.3,-0.2,0.6,0.4,0.048,-5.4,0.7,-4.8,-0.2,48,110,0.436,1,4,0.25,47,106,0.441,11,12,33,79,3.61290322580645,0.516129032258065,10,9,24,3.48387096774194,0,0,0.537,"east",2.341,0.378048780487805,"med",0,1,0,1
"33","ATL",2013,"DeShawn Stevenson","SG",31,56,1158,8.1,0.522,0.798,0.088,1.8,10.1,6,6.5,1.3,0.4,7.8,11.8,0.5,0.9,1.5,0.061,-0.9,-0.6,-1.5,0.1,98,262,0.374,76,209,0.364,22,53,0.519,12,23,18,104,2.17857142857143,0.928571428571429,29,6,23,5.07142857142857,0,0,0.537,"east",2.341,0.682926829268293,"med",0,1,0,1
"34","ATL",2011,"Marvin Williams","SF",24,65,1865,13.5,0.551,0.205,0.324,4.4,15.7,10.1,7.6,1,0.9,9.2,17.2,2.3,1.7,4,0.102,-0.9,-0.4,-1.3,0.3,246,537,0.458,37,110,0.336,209,427,0.493,147,174,68,245,4.81538461538462,1.35384615384615,34,23,62,10.4,0,0,0.537,"east",2.341,0.792682926829268,"med",0,1,0,1
"35","ATL",2012,"Jason Collins","C",33,30,308,3.7,0.418,0,0.375,4.6,13.6,9.1,4.6,0.7,0.7,17.7,8.6,-0.2,0.3,0.2,0.025,-5.6,0.5,-5.1,-0.2,16,40,0.4,0,0,0,16,40,0.4,7,15,12,36,1.6,0.333333333333333,4,3,10,1.3,0,0,0.606,"east",2.341,0.454545454545455,"med",0,1,0,1
"36","ATL",2010,"Jamal Crawford","SG",29,79,2460,18.4,0.573,0.386,0.285,1.6,8,4.8,16.1,1.3,0.4,9.9,25.8,5.6,1.7,7.3,0.143,3.5,-2.7,0.8,1.8,496,1105,0.449,163,427,0.382,333,678,0.523,270,315,34,167,2.54430379746835,3.0126582278481,61,12,137,18.0379746835443,0,0,0.646,"east",2.341,0.963414634146341,"med",0,1,0,1
"37","ATL",2009,"Solomon Jones","C",24,63,675,12,0.655,0.018,0.667,9.1,15.6,12.3,3.4,0.6,3.9,15.8,11.8,1.2,0.7,1.9,0.138,-2,0.6,-1.4,0.1,67,111,0.604,1,2,0.5,66,109,0.608,53,74,52,90,2.25396825396825,0.238095238095238,7,34,27,2.98412698412698,0,0,0.573,"east",2.341,0.768292682926829,"med",0,1,0,1
"38","ATL",2017,"DeAndre' Bembry","SF",22,38,371,8.8,0.481,0.184,0.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,0.038,-4.4,0.1,-4.3,-0.2,47,98,0.48,1,18,0.056,46,80,0.485,6,16,14,45,1.55263157894737,0.736842105263158,8,5,16,2.65789473684211,0,0,0.524,"east",2.341,0.463414634146341,"med",0,1,0,1
"39","ATL",2012,"Jannero Pargo","PG",32,50,671,13.6,0.539,0.545,0.079,1.6,11.1,6.4,24.1,1.6,0.2,15.8,21.8,0.6,0.8,1.3,0.095,0.8,-1.9,-1.1,0.1,105,253,0.415,53,138,0.384,52,115,0.52,19,20,9,64,1.46,1.92,20,2,49,5.64,0,0,0.606,"east",2.341,0.757575757575758,"med",0,1,0,1
"40","ATL",2013,"Jeff Teague","PG",24,80,2628,16.8,0.543,0.255,0.232,1.1,6.7,3.9,36.1,2.3,0.8,17.6,23,3.5,2.6,6.1,0.111,0.8,-1.5,-0.7,0.8,439,974,0.451,89,248,0.359,350,726,0.496,199,226,25,155,2.25,7.2375,117,28,230,14.575,0,0,0.537,"east",2.341,0.975609756097561,"med",0,1,0,1
"41","ATL",2016,"Al Horford","C",29,82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,9.4,0.172,1.5,2.6,4.1,4.1,529,1048,0.505,88,256,0.344,441,792,0.547,103,129,148,448,7.26829268292683,3.20731707317073,68,121,107,15.2317073170732,1,1,0.585,"east",2.341,1,"med",0,1,0,1
"42","ATL",2017,"Paul Millsap","PF",31,69,2343,17.8,0.542,0.248,0.417,5.3,19.5,12.5,17.9,1.9,2.3,12.1,24.4,2.6,3.8,6.4,0.132,0.5,2.1,2.7,2.7,430,972,0.442,75,241,0.311,355,731,0.481,311,405,111,422,7.72463768115942,3.65217391304348,90,62,158,18.0579710144928,1,1,0.524,"east",2.341,0.841463414634146,"med",0,1,0,1
"43","ATL",2018,"Isaiah Taylor","PG",23,67,1167,10.9,0.492,0.205,0.362,2.1,6.9,4.5,27,1.4,0.7,15.7,20.1,0.2,0.5,0.6,0.027,-2.9,-2.5,-5.4,-1,163,390,0.418,20,80,0.25,143,310,0.444,99,141,22,72,1.40298507462687,3.07462686567164,34,10,84,6.64179104477612,0,0,0.293,"east",2.341,0.817073170731707,"med",0,1,0,1
"44","ATL",2012,"Zaza Pachulia","C",27,58,1640,14,0.557,0,0.466,11.1,21.5,16.4,7.4,1.8,1.4,16.5,14,2.3,2.8,5,0.147,-1,2.3,1.4,1.4,169,339,0.499,0,0,0,169,339,0.499,117,158,154,303,7.87931034482759,1.36206896551724,55,29,81,7.8448275862069,0,0,0.606,"east",2.341,0.878787878787879,"med",0,1,0,1
"45","ATL",2009,"Acie Law","PG",24,55,560,10.6,0.49,0.209,0.432,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,0.3,0.4,0.7,0.062,-3,-2,-5,-0.4,52,139,0.374,9,29,0.31,43,110,0.406,49,60,6,52,1.05454545454545,1.56363636363636,11,3,29,2.94545454545455,0,0,0.573,"east",2.341,0.670731707317073,"med",0,1,0,1
"46","ATL",2009,"Mike Bibby","PG",30,79,2740,16.3,0.544,0.426,0.17,1.6,10.3,6,24.2,1.9,0.3,10.6,20.6,4.4,2.5,6.9,0.121,2.6,-0.9,1.7,2.6,437,1005,0.435,167,428,0.39,270,577,0.518,135,171,38,240,3.51898734177215,4.9620253164557,98,11,128,14.8860759493671,0,0,0.573,"east",2.341,0.963414634146341,"med",0,1,0,1
"47","ATL",2010,"Jeff Teague","PG",21,71,719,11,0.459,0.141,0.216,0.8,10.2,5.4,25.1,2.5,1.2,16.7,19.1,-0.2,0.8,0.6,0.042,-3.5,-0.7,-4.2,-0.4,90,227,0.396,7,32,0.219,83,195,0.412,41,49,5,62,0.943661971830986,1.71830985915493,34,11,50,3.2112676056338,0,0,0.646,"east",2.341,0.865853658536585,"med",0,1,0,1
"48","ATL",2014,"Jeff Teague","PG",25,79,2542,17.1,0.541,0.216,0.362,1.6,7.9,4.7,35.1,1.8,0.5,16.1,25.7,3.3,1.9,5.2,0.098,0.9,-2,-1.1,0.6,456,1040,0.438,74,225,0.329,382,815,0.474,318,376,34,174,2.63291139240506,6.68354430379747,89,17,232,16.506329113924,0,0,0.463,"east",2.341,0.963414634146341,"med",0,1,0,1
"49","ATL",2015,"DeMarre Carroll","SF",28,70,2189,15.9,0.603,0.466,0.277,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,4.3,2.8,7,0.154,2.4,0.5,2.9,2.7,318,653,0.487,120,304,0.395,198,349,0.579,127,181,99,273,5.31428571428571,1.68571428571429,94,17,75,12.6142857142857,0,0,0.732,"east",2.341,0.853658536585366,"med",0,1,0,1
"50","ATL",2013,"Devin Harris","SG",29,58,1421,14.6,0.565,0.519,0.348,0.5,8.7,4.7,21.7,2.3,0.7,14.7,19.5,1.8,1.5,3.3,0.111,0.9,-0.9,-0.1,0.7,194,443,0.438,77,230,0.335,117,213,0.525,112,154,6,110,2,3.39655172413793,64,13,88,9.94827586206897,0,1,0.537,"east",2.341,0.707317073170732,"med",0,1,0,1
"51","ATL",2010,"Marvin Williams","SF",23,81,2468,13,0.54,0.199,0.324,5,14.8,9.8,5.6,1.4,1.4,8.7,15.5,3.1,2.6,5.7,0.112,-0.5,0.4,-0.2,1.1,302,664,0.455,40,132,0.303,262,532,0.485,176,215,106,310,5.1358024691358,1.14814814814815,66,46,72,10.1234567901235,0,0,0.646,"east",2.341,0.98780487804878,"med",0,1,0,1
"52","ATL",2009,"Ronald Murray","SG",29,80,1975,14.7,0.543,0.304,0.293,1.3,8.7,5,14,2.4,0.7,12.5,24.3,1.2,2,3.1,0.076,-0.2,-1.3,-1.5,0.3,355,795,0.447,87,242,0.36,268,553,0.501,177,233,22,146,2.1,1.975,88,17,128,12.175,0,0,0.573,"east",2.341,0.975609756097561,"med",0,1,0,1
"53","ATL",2017,"Dwight Howard","C",31,74,2199,20.8,0.627,0.003,0.692,15,31.7,23.5,7.8,1.4,3.6,17.5,19.2,3.8,4.5,8.3,0.181,-0.5,2.8,2.3,2.4,388,613,0.633,0,2,0,388,611,0.633,226,424,296,644,12.7027027027027,1.40540540540541,64,92,170,13.5405405405405,0,1,0.524,"east",2.341,0.902439024390244,"med",0,1,0,1
"54","ATL",2013,"Al Horford","C",26,74,2756,19.8,0.56,0.006,0.196,8.2,23,15.7,15.3,1.5,2.2,11.3,21.8,4.7,4.1,8.8,0.153,0.7,2.4,3.1,3.5,576,1060,0.543,3,6,0.5,573,1054,0.545,134,208,195,562,10.2297297297297,3.24324324324324,78,78,147,17.4189189189189,0,1,0.537,"east",2.341,0.902439024390244,"med",0,1,0,1
"55","ATL",2016,"Jeff Teague","PG",27,79,2255,17.9,0.551,0.278,0.316,1.6,8.6,5.2,34.4,2.1,0.8,16.2,26.6,2.8,3,5.9,0.125,1.2,-0.9,0.3,1.3,434,988,0.439,110,275,0.4,324,713,0.495,261,312,33,181,2.70886075949367,5.94936708860759,97,24,218,15.6835443037975,0,1,0.585,"east",2.341,0.963414634146341,"med",0,1,0,1
"56","ATL",2011,"Josh Powell","PF",28,54,653,8,0.492,0.005,0.216,9.1,15.8,12.5,5.5,0.4,0.6,18.9,20.4,-0.7,0.5,-0.2,-0.012,-5.8,-2.3,-8,-1,94,208,0.452,0,1,0,94,207,0.452,36,45,49,86,2.5,0.407407407407407,5,5,53,4.14814814814815,0,0,0.537,"east",2.341,0.658536585365854,"med",0,1,0,1
"57","ATL",2018,"Mike Muscala","C",26,53,1060,14.4,0.597,0.535,0.199,5.9,18.3,12.1,7.3,1.4,2.2,11,15.7,1.5,0.9,2.4,0.11,0,0.2,0.2,0.6,143,312,0.458,62,167,0.371,81,145,0.558,57,62,56,174,4.33962264150943,0.962264150943396,31,27,42,7.64150943396226,0,0,0.293,"east",2.341,0.646341463414634,"med",0,1,0,1
"58","ATL",2018,"Malcolm Delaney","PG",28,54,1014,10.6,0.519,0.435,0.323,1,10,5.5,23.4,1.7,0.5,16.9,16.9,0.4,0.6,1,0.047,-2,-1.5,-3.6,-0.4,109,285,0.382,46,124,0.371,63,161,0.463,74,92,9,91,1.85185185185185,3.01851851851852,35,6,66,6.25925925925926,0,0,0.293,"east",2.341,0.658536585365854,"med",0,1,0,1
"59","ATL",2018,"John Collins","PF",20,74,1785,18.3,0.62,0.086,0.341,11,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2,5.4,0.145,-0.2,1.9,1.7,1.7,314,545,0.576,16,47,0.34,298,498,0.591,133,186,176,365,7.31081081081081,1.32432432432432,47,80,105,10.5,0,0,0.293,"east",2.341,0.902439024390244,"med",0,1,0,1
"60","ATL",2015,"Thabo Sefolosha","SF",30,52,976,13.8,0.506,0.313,0.233,6.4,19.3,13.1,11.2,2.8,1.8,12.2,14.6,0.8,1.7,2.5,0.121,-1.2,2.5,1.3,0.8,104,249,0.418,25,78,0.321,79,171,0.468,45,58,53,170,4.28846153846154,1.44230769230769,53,21,38,5.34615384615385,0,0,0.732,"east",2.341,0.634146341463415,"med",0,1,0,1
"61","ATL",2009,"Zaza Pachulia","C",24,77,1473,14.1,0.571,0.009,0.719,13.8,20.9,17.4,6,1.3,1.4,17.8,16.3,2,1.9,3.9,0.127,-1.5,0.2,-1.3,0.2,159,320,0.497,0,3,0,159,317,0.497,163,230,173,263,5.66233766233766,0.74025974025974,35,26,91,6.24675324675325,0,0,0.573,"east",2.341,0.939024390243902,"med",0,1,0,1
"62","ATL",2014,"Paul Millsap","PF",28,74,2482,19.8,0.545,0.202,0.373,7.2,21.9,14.6,16.2,2.6,2.5,13.2,25.7,2.7,4,6.7,0.129,0.7,2.4,3.1,3.2,483,1047,0.461,76,212,0.358,407,835,0.498,286,391,154,473,8.47297297297297,3.13513513513514,129,78,185,17.9459459459459,1,0,0.463,"east",2.341,0.902439024390244,"med",0,1,0,1
"63","ATL",2009,"Marvin Williams","SF",22,61,2093,16,0.569,0.249,0.439,6.2,15.2,10.7,6.3,1.5,1.4,8.6,18.2,3.9,2.2,6.1,0.14,0.8,0.1,0.9,1.5,285,622,0.458,55,155,0.355,230,467,0.502,220,273,110,272,6.26229508196721,1.32786885245902,57,39,70,13.8524590163934,0,0,0.573,"east",2.341,0.74390243902439,"med",0,1,0,1
"64","ATL",2012,"Ivan Johnson","PF",27,56,934,14.3,0.558,0.022,0.364,8.2,20.1,14.2,5.7,2.4,1.5,17.8,19.5,0.5,1.7,2.2,0.113,-2.9,1,-1.9,0,141,275,0.513,2,6,0.333,139,269,0.516,72,100,65,161,4.03571428571429,0.571428571428571,43,18,69,6.35714285714286,0,0,0.606,"east",2.341,0.848484848484849,"med",0,1,0,1
"65","ATL",2014,"Mike Scott","PF",25,80,1482,15.3,0.559,0.318,0.21,4.9,17.2,11.1,8.9,1,0.4,10.3,23.5,1.3,1.2,2.6,0.084,-0.7,-2.3,-3,-0.4,301,628,0.479,62,200,0.31,239,428,0.529,103,132,62,222,3.55,0.9375,30,7,79,9.5875,0,0,0.463,"east",2.341,0.975609756097561,"med",0,1,0,1
"66","ATL",2014,"Dennis Schroder","PG",20,49,641,5.8,0.442,0.223,0.229,0.9,9.9,5.4,22,1.3,0,22.8,19,-1.1,0.4,-0.7,-0.054,-6.2,-2.1,-8.3,-1,72,188,0.383,10,42,0.238,62,146,0.41,29,43,5,55,1.22448979591837,1.89795918367347,17,0,61,3.73469387755102,0,0,0.463,"east",2.341,0.597560975609756,"med",0,1,0,1
"67","ATL",2019,"Dewayne Dedmon","C",29,64,1609,16,0.602,0.413,0.215,6.7,25,15.7,8.1,2,3.8,12.7,16.7,2.1,1.9,4,0.119,-0.4,1.7,1.3,1.3,259,526,0.492,83,217,0.382,176,309,0.571,92,113,105,375,7.5,1.40625,69,71,84,10.828125,0,0,0.354,"east",2.341,0.780487804878049,"med",0,1,0,1
"68","ATL",2019,"Trae Young","PG",20,81,2503,17,0.539,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,2.5,0.7,3.3,0.062,1.8,-2.8,-1.1,0.6,525,1256,0.418,156,482,0.324,369,774,0.48,343,414,64,237,3.71604938271605,8.06172839506173,72,15,308,19.1234567901235,0,0,0.354,"east",2.341,0.98780487804878,"med",0,1,0,1
