"","Tm","Year","Player","Pos","Age","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","eFG.","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PTS","All.Star","prevAS","W.L.","conf","tv","prop.G","tvf","big.m","med.m","small.m","east"
"702","DAL",2016,"Justin Anderson","SF",22,55,647,12.3,0.522,0.474,0.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,0.3,0.8,1.1,0.083,-2.5,1.3,-1.2,0.1,71,175,0.406,22,83,0.265,49,92,0.469,44,55,18,114,2.4,0.527272727272727,19,25,24,3.78181818181818,0,0,0.512,"west",2.622,0.670731707317073,"big",1,0,0,0
"703","DAL",2018,"Dirk Nowitzki","C",39,77,1900,16.7,0.575,0.445,0.142,1.2,25.2,12.8,10.4,1.1,2.1,6,20.5,2.6,2.2,4.8,0.121,0.1,0.3,0.3,1.1,346,758,0.456,138,337,0.409,208,421,0.547,97,108,22,416,5.68831168831169,1.55844155844156,43,45,51,12.038961038961,0,1,0.293,"west",2.622,0.939024390243902,"big",1,0,0,0
"704","DAL",2014,"Samuel Dalembert","C",32,80,1614,16.8,0.605,0.003,0.363,14.4,24.2,19.4,3.4,1.3,4.8,17.1,14.8,2.9,2.1,4.9,0.147,-0.9,1.5,0.6,1.1,214,377,0.568,0,1,0,214,376,0.568,101,137,200,341,6.7625,0.475,41,94,90,6.6125,0,0,0.598,"west",2.622,0.975609756097561,"big",1,0,0,0
"705","DAL",2013,"Bernard James","C",27,46,457,14.7,0.541,0.019,0.398,12.9,18.9,16,1.9,1.3,6.5,12.9,13.9,0.5,0.7,1.2,0.125,-2.8,1.6,-1.2,0.1,53,103,0.515,0,2,0,53,101,0.515,25,41,52,79,2.84782608695652,0.130434782608696,12,38,18,2.84782608695652,0,0,0.5,"west",2.622,0.560975609756098,"big",1,0,0,0
"706","DAL",2015,"Charlie Villanueva","PF",30,64,678,17.4,0.534,0.61,0.097,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,0.6,0.7,1.4,0.096,1.2,-3.1,-1.8,0,150,362,0.414,83,221,0.376,67,141,0.529,20,35,30,119,2.328125,0.296875,15,22,28,6.296875,0,0,0.61,"west",2.622,0.780487804878049,"big",1,0,0,0
"707","DAL",2015,"Al-Farouq Aminu","SF",24,74,1366,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2,3.3,0.115,-0.5,2.9,2.4,1.5,147,357,0.412,34,124,0.274,113,233,0.459,84,118,114,228,4.62162162162162,0.797297297297297,70,62,55,5.56756756756757,0,0,0.61,"west",2.622,0.902439024390244,"big",1,0,0,0
"708","DAL",2016,"Deron Williams","PG",31,65,2106,14.6,0.53,0.364,0.266,1,8.9,5,29.3,1.5,0.6,14.8,22,2.2,1.4,3.7,0.083,0.9,-1,-0.1,1,321,775,0.414,97,282,0.344,224,493,0.477,179,206,19,171,2.92307692307692,5.81538461538462,61,14,150,14.1230769230769,0,1,0.512,"west",2.622,0.792682926829268,"big",1,0,0,0
"709","DAL",2019,"Dorian Finney-Smith","SF",25,81,1985,11,0.53,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14,1.2,2,3.3,0.079,-1,1.1,0.2,1.1,228,528,0.432,79,254,0.311,149,274,0.507,73,103,138,251,4.80246913580247,1.17283950617284,69,36,74,7.50617283950617,0,0,0.402,"west",2.622,0.98780487804878,"big",1,0,0,0
"710","DAL",2013,"Dominique Jones","PG",24,29,338,12.4,0.438,0.083,0.486,6,8.7,7.4,36.2,2.1,0.5,22.3,23,-0.2,0.2,0,0.001,-2.9,-1.4,-4.2,-0.2,40,109,0.367,1,9,0.111,39,100,0.372,35,53,18,27,1.55172413793103,2.86206896551724,14,2,38,4,0,0,0.5,"west",2.622,0.353658536585366,"big",1,0,0,0
"711","DAL",2019,"J.J. Barea","PG",34,38,752,16.3,0.495,0.332,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,0.4,0.6,1,0.064,1.1,-2.2,-1.1,0.2,161,385,0.418,38,128,0.297,123,257,0.468,55,78,13,82,2.5,5.55263157894737,22,1,72,10.9210526315789,0,0,0.402,"west",2.622,0.463414634146341,"big",1,0,0,0
"712","DAL",2019,"Dwight Powell","C",27,77,1662,20.4,0.682,0.261,0.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,5.6,1.9,7.5,0.215,2.8,1.2,4,2.5,290,486,0.597,39,127,0.307,251,359,0.637,196,254,140,271,5.33766233766234,1.45454545454545,44,50,67,10.5844155844156,0,0,0.402,"west",2.622,0.939024390243902,"big",1,0,0,0
"713","DAL",2016,"Dwight Powell","PF",24,69,992,16.8,0.557,0.054,0.48,9.3,20.9,15.1,7.2,1.8,2,10,18.4,1.8,1.3,3.1,0.151,-1.3,1,-0.3,0.4,146,296,0.493,2,16,0.125,144,280,0.497,105,142,84,189,3.95652173913043,0.63768115942029,36,24,40,5.78260869565217,0,0,0.512,"west",2.622,0.841463414634146,"big",1,0,0,0
"714","DAL",2016,"J.J. Barea","PG",31,74,1667,15.4,0.536,0.366,0.135,1.7,8.3,5,31.5,0.8,0.1,13,23.8,2.1,0.7,2.8,0.082,1.6,-2.8,-1.2,0.3,317,711,0.446,100,260,0.385,217,451,0.516,74,96,26,126,2.05405405405405,4.08108108108108,26,2,113,10.9189189189189,0,0,0.512,"west",2.622,0.902439024390244,"big",1,0,0,0
"715","DAL",2016,"Raymond Felton","PG",31,80,2192,11.9,0.502,0.312,0.258,1.8,11.1,6.5,20.3,1.6,0.6,13.7,18.4,1,1.7,2.7,0.059,-1.1,0.2,-0.9,0.6,277,682,0.406,60,213,0.282,217,469,0.45,149,176,36,222,3.225,3.55,68,15,121,9.5375,0,0,0.512,"west",2.622,0.975609756097561,"big",1,0,0,0
"716","DAL",2011,"Brendan Haywood","C",31,72,1331,11.7,0.532,0.004,0.794,11.8,20.9,16.5,2.1,0.6,4.2,14.5,12.4,0.8,2.1,2.9,0.104,-3.2,2.1,-1,0.3,128,223,0.574,0,1,0,128,222,0.574,64,177,129,247,5.22222222222222,0.263888888888889,16,74,51,4.44444444444444,0,0,0.695,"west",2.622,0.878048780487805,"big",1,0,0,0
"717","DAL",2013,"Brandan Wright","C",25,64,1149,21,0.606,0.007,0.238,8.4,16.7,12.6,5.6,1.2,5.2,7.1,19,2.8,1.3,4.1,0.172,0.5,1.1,1.6,1,241,404,0.597,0,3,0,241,401,0.597,59,96,85,175,4.0625,0.59375,26,76,34,8.453125,0,0,0.5,"west",2.622,0.780487804878049,"big",1,0,0,0
"718","DAL",2012,"Jason Kidd","PG",38,48,1379,13.1,0.524,0.817,0.103,1.2,14.8,8.1,28.4,3.1,0.6,24.2,12.7,0.9,2.1,3,0.104,0.4,2.1,2.5,1.5,99,273,0.363,79,223,0.354,20,50,0.507,22,28,15,183,4.125,5.5,82,10,91,6.22916666666667,0,1,0.545,"west",2.622,0.727272727272727,"big",1,0,0,0
"719","DAL",2018,"Wesley Matthews","SF",31,63,2131,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1,1.6,2.6,0.059,0.2,-0.2,0.1,1.1,283,697,0.406,153,402,0.381,130,295,0.516,83,101,28,170,3.14285714285714,2.73015873015873,76,16,83,12.7301587301587,0,0,0.293,"west",2.622,0.768292682926829,"big",1,0,0,0
"720","DAL",2010,"J.J. Barea","PG",25,78,1546,12.8,0.526,0.298,0.171,1.3,9.5,5.4,26.1,1.2,0.3,15.3,19.9,1,1.2,2.2,0.069,-0.6,-1.8,-2.4,-0.1,232,527,0.44,56,157,0.357,176,370,0.493,76,90,17,129,1.87179487179487,3.30769230769231,35,6,102,7.64102564102564,0,0,0.671,"west",2.622,0.951219512195122,"big",1,0,0,0
"721","DAL",2019,"Dirk Nowitzki","PF",40,51,795,9.6,0.469,0.545,0.133,0.7,20.5,10.6,6.9,0.5,1.9,4.3,22.5,-0.5,0.8,0.3,0.016,-3.8,-2.1,-5.9,-0.8,135,376,0.359,64,205,0.312,71,171,0.444,39,50,5,153,3.09803921568627,0.686274509803922,9,18,18,7.31372549019608,1,1,0.402,"west",2.622,0.621951219512195,"big",1,0,0,0
"722","DAL",2014,"Wayne Ellington","SG",26,45,393,12.2,0.554,0.468,0.087,2.4,10.2,6.3,7.1,2.1,0.4,7.8,16.4,0.4,0.2,0.7,0.084,0,-1.7,-1.7,0,55,126,0.437,25,59,0.424,30,67,0.536,10,11,8,35,0.955555555555556,0.422222222222222,16,2,11,3.22222222222222,0,0,0.598,"west",2.622,0.548780487804878,"big",1,0,0,0
"723","DAL",2014,"Jose Calderon","PG",32,81,2468,15.2,0.596,0.568,0.084,1.4,7.6,4.5,22.4,1.4,0.4,11.7,16.2,5.4,0.8,6.3,0.122,3.3,-2,1.3,2.1,341,748,0.456,191,425,0.449,150,323,0.584,52,63,29,163,2.37037037037037,4.65432098765432,69,11,103,11.4197530864198,0,0,0.598,"west",2.622,0.98780487804878,"big",1,0,0,0
"724","DAL",2009,"Antoine Wright","SF",24,65,1552,8.6,0.501,0.346,0.22,2.3,7.7,5,7.4,1.6,1.3,10.3,15.6,0.3,1.2,1.4,0.044,-1.6,-0.1,-1.7,0.1,179,431,0.415,45,149,0.302,134,282,0.468,71,95,31,105,2.09230769230769,1.18461538461538,46,27,54,7.29230769230769,0,0,0.61,"west",2.622,0.792682926829268,"big",1,0,0,0
"725","DAL",2011,"Brian Cardinal","SF",33,56,618,9.7,0.672,0.87,0.18,2,8.9,5.6,9.1,2,0.9,13.6,9.5,1,0.7,1.7,0.132,1.1,1.3,2.4,0.7,43,100,0.43,42,87,0.483,1,13,0.64,17,18,10,49,1.05357142857143,0.714285714285714,24,7,17,2.58928571428571,0,0,0.695,"west",2.622,0.682926829268293,"big",1,0,0,0
"726","DAL",2013,"O.J. Mayo","SG",25,82,2913,13.9,0.556,0.34,0.227,1.4,9.6,5.6,19.4,1.6,0.6,15.7,20.9,2.3,1.8,4.2,0.069,1.1,-0.7,0.4,1.7,461,1026,0.449,142,349,0.407,319,677,0.519,191,233,36,255,3.54878048780488,4.40243902439024,93,23,210,15.3048780487805,0,0,0.5,"west",2.622,1,"big",1,0,0,0
"727","DAL",2015,"Greg Smith","PF",24,42,363,10.2,0.605,0,0.796,7.8,16.1,11.9,3.4,1,2.5,14.3,9.5,0.5,0.3,0.8,0.108,-2,1,-1,0.1,30,49,0.612,0,0,0,30,49,0.612,20,39,26,53,1.88095238095238,0.214285714285714,7,11,11,1.9047619047619,0,0,0.61,"west",2.622,0.51219512195122,"big",1,0,0,0
"728","DAL",2013,"Rodrigue Beaubois","PG",24,45,549,10.6,0.47,0.409,0.216,1.9,9.6,5.8,22.6,1.8,0.6,14.6,18.7,0,0.4,0.4,0.032,-1.6,-1.7,-3.3,-0.2,65,176,0.369,21,72,0.292,44,104,0.429,30,38,9,48,1.26666666666667,1.86666666666667,19,4,33,4.02222222222222,0,0,0.5,"west",2.622,0.548780487804878,"big",1,0,0,0
"729","DAL",2012,"Shawn Marion","SF",33,63,1919,15,0.488,0.105,0.144,8.6,18.6,13.6,11.5,1.8,1.5,12.5,19,1,2.7,3.7,0.092,-1.1,2.2,1.1,1.5,288,646,0.446,20,68,0.294,268,578,0.461,74,93,145,320,7.38095238095238,2.0952380952381,67,36,98,10.6349206349206,0,1,0.545,"west",2.622,0.954545454545455,"big",1,0,0,0
"730","DAL",2018,"Maxi Kleber","PF",26,72,1206,13.4,0.576,0.414,0.191,6.3,15.6,10.8,6.4,1.1,3.5,8.2,13.7,1.6,1.2,2.8,0.113,-1,1.2,0.2,0.7,151,309,0.489,40,128,0.313,111,181,0.553,44,59,71,163,3.25,0.708333333333333,26,47,30,5.36111111111111,0,0,0.293,"west",2.622,0.878048780487805,"big",1,0,0,0
"731","DAL",2017,"Devin Harris","PG",33,65,1087,13.8,0.549,0.519,0.378,1.1,13,6.8,20,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4,136,341,0.399,58,177,0.328,78,164,0.484,107,129,11,116,1.95384615384615,2.09230769230769,43,7,57,6.72307692307692,0,1,0.402,"west",2.622,0.792682926829268,"big",1,0,0,0
"732","DAL",2014,"Monta Ellis","SG",28,82,3023,16.8,0.532,0.164,0.336,1.5,9.8,5.6,24.8,2.4,0.6,15.2,26,2.8,2.1,4.9,0.078,0.6,-0.6,0,1.5,576,1278,0.451,69,209,0.33,507,1069,0.478,339,430,38,257,3.59756097560976,5.74390243902439,141,23,264,19.0243902439024,0,0,0.598,"west",2.622,1,"big",1,0,0,0
"733","DAL",2011,"Dirk Nowitzki","PF",32,73,2504,23.4,0.612,0.142,0.376,2.4,20.8,12,14.2,0.8,1.4,9.1,28.2,7.8,3.3,11.1,0.213,3.2,0.6,3.8,3.7,610,1179,0.517,66,168,0.393,544,1011,0.545,395,443,50,463,7.02739726027397,2.6027397260274,38,47,137,23.027397260274,1,1,0.695,"west",2.622,0.890243902439024,"big",1,0,0,0
"734","DAL",2015,"Monta Ellis","SG",29,80,2699,16.5,0.509,0.21,0.224,1.4,6.4,3.9,20.5,2.8,0.8,11.7,27.9,1.4,2.2,3.6,0.065,0.7,-0.7,-0.1,1.3,602,1354,0.445,81,284,0.285,521,1070,0.475,228,303,34,156,2.375,4.1125,148,25,198,18.9125,0,0,0.61,"west",2.622,0.975609756097561,"big",1,0,0,0
"735","DAL",2016,"JaVale McGee","C",28,34,370,19.9,0.574,0.007,0.269,15.8,23.7,19.7,1.5,0.7,5.9,12.3,21.1,0.6,0.5,1.1,0.146,-2.9,-0.6,-3.5,-0.1,77,134,0.575,0,1,0,77,133,0.575,18,36,53,80,3.91176470588235,0.0882352941176471,5,26,21,5.05882352941176,0,0,0.512,"west",2.622,0.414634146341463,"big",1,0,0,0
"736","DAL",2014,"Jae Crowder","SF",23,78,1254,11.9,0.551,0.51,0.206,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,1.2,1.1,2.3,0.089,0,0.6,0.6,0.8,130,296,0.439,50,151,0.331,80,145,0.524,46,61,46,148,2.48717948717949,0.769230769230769,59,21,41,4.56410256410256,0,0,0.598,"west",2.622,0.951219512195122,"big",1,0,0,0
"737","DAL",2013,"Dirk Nowitzki","PF",34,53,1661,19.8,0.564,0.216,0.265,2.5,21.5,12.2,13.5,1.2,1.7,7.9,24.2,3.3,1.8,5,0.145,1.7,0,1.7,1.5,343,728,0.471,65,157,0.414,278,571,0.516,166,193,37,326,6.84905660377358,2.49056603773585,38,37,70,17.3018867924528,0,1,0.5,"west",2.622,0.646341463414634,"big",1,0,0,0
"738","DAL",2009,"Gerald Green","SG",23,38,376,11.4,0.513,0.256,0.178,4.3,12.1,8.2,6.9,1.4,1,14.5,27.7,-0.3,0.3,0,-0.002,-3.4,-3,-6.4,-0.4,79,180,0.439,14,46,0.304,65,134,0.478,27,32,14,40,1.42105263157895,0.394736842105263,10,5,33,5.23684210526316,0,0,0.61,"west",2.622,0.463414634146341,"big",1,0,0,0
"739","DAL",2012,"Lamar Odom","SF",32,50,1027,9.2,0.423,0.318,0.281,4,18.7,11.4,12.9,1,1.4,11.7,20.1,-0.9,1.2,0.3,0.014,-3.6,0.5,-3.1,-0.3,123,349,0.352,28,111,0.252,95,238,0.393,58,98,36,172,4.16,1.66,20,18,52,6.64,0,0,0.545,"west",2.622,0.757575757575758,"big",1,0,0,0
"740","DAL",2016,"Zaza Pachulia","C",31,76,2004,16.2,0.55,0.006,0.587,13.7,25.7,19.7,9.7,1.6,0.9,16.8,16.2,3.4,2.7,6,0.145,-0.8,2.2,1.4,1.7,219,470,0.466,0,3,0,219,467,0.466,212,276,249,469,9.44736842105263,1.68421052631579,64,22,119,8.55263157894737,0,0,0.512,"west",2.622,0.926829268292683,"big",1,0,0,0
"741","DAL",2019,"Luka Dončić","SG",19,72,2318,19.6,0.545,0.433,0.409,4,21.9,13,31.6,1.6,0.9,15,30.5,2.1,2.8,4.9,0.101,2.9,1.2,4.1,3.6,506,1186,0.427,168,514,0.327,338,672,0.497,346,485,86,477,7.81944444444444,5.95833333333333,77,25,247,21.1944444444444,0,0,0.402,"west",2.622,0.878048780487805,"big",1,0,0,0
"742","DAL",2018,"Salah Mejri","C",31,61,729,17.8,0.644,0.022,0.482,12.5,25.4,18.7,7.2,1.5,8.2,19,12.8,1.3,1.3,2.7,0.175,-2.2,5.3,3.1,0.9,88,137,0.642,0,3,0,88,134,0.642,38,66,85,161,4.0327868852459,0.573770491803279,22,67,39,3.50819672131148,0,0,0.293,"west",2.622,0.74390243902439,"big",1,0,0,0
"743","DAL",2016,"Devin Harris","PG",32,64,1280,13.1,0.559,0.422,0.374,1.5,10.3,5.9,14.5,2.4,0.8,13.2,17.9,1.2,1.3,2.5,0.095,-0.1,0.4,0.3,0.7,167,374,0.447,52,158,0.329,115,216,0.516,101,140,18,120,2.15625,1.84375,60,13,66,7.609375,0,1,0.512,"west",2.622,0.780487804878049,"big",1,0,0,0
"744","DAL",2019,"Devin Harris","PG",35,68,1071,10.7,0.527,0.576,0.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,0.6,0.9,1.5,0.068,-1.3,-0.9,-2.2,-0.1,132,347,0.38,62,200,0.31,70,147,0.47,102,134,12,100,1.64705882352941,1.79411764705882,35,16,56,6.29411764705882,0,1,0.402,"west",2.622,0.829268292682927,"big",1,0,0,0
"745","DAL",2018,"Dwight Powell","C",26,79,1672,18.8,0.656,0.195,0.43,8.7,21.3,14.7,8.5,2,1.7,10.3,15.5,4.6,2.1,6.6,0.191,1.1,1.6,2.7,2,255,430,0.593,28,84,0.333,227,346,0.626,133,185,135,309,5.62025316455696,1.15189873417722,67,32,59,8.49367088607595,0,0,0.293,"west",2.622,0.963414634146341,"big",1,0,0,0
"746","DAL",2009,"Devean George","SF",31,43,708,7,0.485,0.535,0.155,4.1,8.5,6.3,3,1.7,1.1,10.1,10.9,0.1,0.6,0.6,0.042,-2,0.2,-1.8,0,54,142,0.38,22,76,0.289,32,66,0.458,17,22,25,53,1.81395348837209,0.348837209302326,23,11,17,3.41860465116279,0,0,0.61,"west",2.622,0.524390243902439,"big",1,0,0,0
"747","DAL",2010,"Rodrigue Beaubois","PG",21,56,700,18.5,0.617,0.368,0.174,2,10.7,6.4,18.6,2.1,1.3,14.4,24.7,1.1,0.8,2,0.134,2.4,-1.1,1.3,0.6,155,299,0.518,45,110,0.409,110,189,0.594,42,52,12,66,1.39285714285714,1.32142857142857,29,12,54,7.08928571428571,0,0,0.671,"west",2.622,0.682926829268293,"big",1,0,0,0
"748","DAL",2017,"J.J. Barea","PG",32,35,771,17.2,0.521,0.431,0.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,0.8,0.5,1.3,0.08,2,-2.6,-0.6,0.3,142,343,0.414,53,148,0.358,89,195,0.491,44,51,9,75,2.4,5.51428571428571,14,1,63,10.8857142857143,0,0,0.402,"west",2.622,0.426829268292683,"big",1,0,0,0
"749","DAL",2014,"Shawn Marion","SF",35,76,2409,13.7,0.537,0.229,0.092,6.4,17.4,11.9,7.6,1.9,1.3,11.4,15.7,2.2,2.1,4.3,0.086,0,1.1,1.1,1.9,341,708,0.482,58,162,0.358,283,546,0.523,51,65,132,365,6.53947368421053,1.63157894736842,90,37,95,10.4078947368421,0,1,0.598,"west",2.622,0.926829268292683,"big",1,0,0,0
"750","DAL",2017,"Wesley Matthews","SG",30,73,2495,11.9,0.533,0.566,0.211,0.8,11.8,6,13.6,1.6,0.6,9.9,19.4,1,2.1,3.1,0.06,0.2,-0.1,0.1,1.3,333,847,0.393,174,479,0.363,159,368,0.496,146,179,18,241,3.54794520547945,2.87671232876712,77,16,102,13.5068493150685,0,0,0.402,"west",2.622,0.890243902439024,"big",1,0,0,0
"751","DAL",2015,"J.J. Barea","PG",30,77,1362,15.1,0.502,0.312,0.175,1.8,9,5.4,29.5,1.2,0.1,10.8,21.2,2.1,0.6,2.7,0.096,1,-2.5,-1.5,0.2,225,536,0.42,54,167,0.323,171,369,0.47,76,94,23,111,1.74025974025974,3.41558441558442,33,1,70,7.53246753246753,0,0,0.61,"west",2.622,0.939024390243902,"big",1,0,0,0
"752","DAL",2015,"Dirk Nowitzki","PF",36,77,2282,19.2,0.56,0.258,0.272,2.1,19.9,11,10.4,0.9,1.2,6.5,24.9,5.2,2,7.2,0.152,1.7,-1,0.7,1.5,487,1062,0.459,104,274,0.38,383,788,0.508,255,289,44,413,5.93506493506494,1.85714285714286,39,33,82,17.3116883116883,1,1,0.61,"west",2.622,0.939024390243902,"big",1,0,0,0
"753","DAL",2018,"Kyle Collinsworth","SF",26,32,480,10,0.433,0.172,0.404,7.2,18,12.4,16.4,1.8,1.7,17.1,13.3,-0.1,0.5,0.5,0.046,-4,2.2,-1.8,0,38,99,0.384,4,17,0.235,34,82,0.404,21,40,32,75,3.34375,1.75,17,9,24,3.15625,0,0,0.293,"west",2.622,0.390243902439024,"big",1,0,0,0
"754","DAL",2018,"Harrison Barnes","PF",25,77,2634,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2,1.9,3.8,0.07,-0.7,-1.4,-2.1,-0.1,537,1208,0.445,119,333,0.357,418,875,0.494,259,313,77,391,6.07792207792208,1.97402597402597,49,14,118,18.8571428571429,0,0,0.293,"west",2.622,0.939024390243902,"big",1,0,0,0
"755","DAL",2018,"Yogi Ferrell","SG",24,82,2282,11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17,1.5,1.5,3,0.064,-0.4,-0.6,-1,0.6,311,730,0.426,134,359,0.373,177,371,0.518,82,103,26,223,3.03658536585366,2.45121951219512,64,9,78,10.219512195122,0,0,0.293,"west",2.622,1,"big",1,0,0,0
"756","DAL",2013,"Chris Kaman","C",30,66,1363,16.3,0.529,0.002,0.138,8.1,22.1,15.2,6.6,1.1,3,13.6,25.3,0,1.6,1.6,0.058,-3.2,-0.5,-3.7,-0.6,313,617,0.507,0,1,0,313,616,0.507,67,85,97,275,5.63636363636364,0.772727272727273,29,52,103,10.5,0,1,0.5,"west",2.622,0.804878048780488,"big",1,0,0,0
"757","DAL",2018,"Nerlens Noel","C",23,30,472,16.2,0.558,0.01,0.267,10.9,29.3,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1,1.3,0.135,-3.5,4.5,1,0.4,55,105,0.524,0,1,0,55,104,0.524,21,28,48,120,5.6,0.666666666666667,31,22,26,4.36666666666667,0,0,0.293,"west",2.622,0.365853658536585,"big",1,0,0,0
"758","DAL",2011,"Ian Mahinmi","C",24,56,488,13.7,0.645,0.02,0.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,1,0.8,1.8,0.177,-1.3,0.8,-0.6,0.2,55,98,0.561,0,2,0,55,96,0.561,63,82,43,77,2.14285714285714,0.142857142857143,14,15,25,3.08928571428571,0,0,0.695,"west",2.622,0.682926829268293,"big",1,0,0,0
"759","DAL",2017,"Dwight Powell","C",25,77,1333,17.6,0.588,0.196,0.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,2.7,1.9,4.6,0.165,-0.5,1.9,1.4,1.2,194,377,0.515,21,74,0.284,173,303,0.542,107,141,93,213,3.97402597402597,0.636363636363636,61,39,34,6.7012987012987,0,0,0.402,"west",2.622,0.939024390243902,"big",1,0,0,0
"760","DAL",2011,"J.J. Barea","PG",26,81,1669,14.8,0.535,0.291,0.242,2.1,8.8,5.6,31.2,0.9,0,15.9,23.9,1.9,1.4,3.2,0.093,0.6,-1.7,-1.1,0.4,285,649,0.439,66,189,0.349,219,460,0.49,133,157,29,130,1.96296296296296,3.91358024691358,30,1,136,9.49382716049383,0,0,0.695,"west",2.622,0.98780487804878,"big",1,0,0,0
"761","DAL",2011,"Caron Butler","SF",30,29,867,14.2,0.523,0.172,0.233,3.1,12.5,8,9.1,1.7,0.7,10.5,25.1,0.2,1,1.2,0.067,-1.4,0,-1.4,0.1,170,378,0.45,28,65,0.431,142,313,0.487,68,88,22,96,4.06896551724138,1.58620689655172,28,8,49,15.0344827586207,0,1,0.695,"west",2.622,0.353658536585366,"big",1,0,0,0
"762","DAL",2017,"Nicolas Brussino","SF",23,54,521,10.7,0.498,0.674,0.156,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16,0,0.6,0.6,0.055,-1.7,0.7,-1,0.1,52,141,0.369,29,95,0.305,23,46,0.472,17,22,26,69,1.75925925925926,0.87037037037037,17,8,26,2.77777777777778,0,0,0.402,"west",2.622,0.658536585365854,"big",1,0,0,0
"763","DAL",2015,"Devin Harris","PG",31,76,1685,14.8,0.559,0.508,0.309,0.8,8,4.4,20.4,2.3,0.7,12.5,18,2.9,1.3,4.2,0.12,1.9,-0.8,1.2,1.3,219,524,0.418,95,266,0.357,124,258,0.509,132,162,13,122,1.77631578947368,3.11842105263158,78,14,85,8.75,0,1,0.61,"west",2.622,0.926829268292683,"big",1,0,0,0
"764","DAL",2011,"Tyson Chandler","C",28,74,2059,18.4,0.697,0,0.725,12.2,26.6,19.7,2.4,0.9,3,14.1,14.2,5.8,3.5,9.4,0.218,0.5,1.7,2.2,2.2,266,407,0.654,0,0,0,266,407,0.654,216,295,206,486,9.35135135135135,0.432432432432432,36,80,88,10.1081081081081,0,0,0.695,"west",2.622,0.902439024390244,"big",1,0,0,0
"765","DAL",2015,"Richard Jefferson","SF",34,74,1244,11.3,0.577,0.478,0.352,2.2,14,8.1,7,1.3,0.7,12.2,15.3,1.4,0.9,2.3,0.088,-0.2,-0.5,-0.7,0.4,144,324,0.444,66,155,0.426,78,169,0.546,78,114,25,158,2.47297297297297,0.824324324324324,32,11,52,5.83783783783784,0,0,0.61,"west",2.622,0.902439024390244,"big",1,0,0,0
"766","DAL",2019,"Ryan Broekhoff","SG",28,42,453,10.7,0.621,0.738,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.7,-1.7,-2.3,0,57,126,0.452,38,93,0.409,19,33,0.603,15,19,8,55,1.5,0.523809523809524,6,4,16,3.97619047619048,0,0,0.402,"west",2.622,0.51219512195122,"big",1,0,0,0
"767","DAL",2012,"Jason Terry","SG",34,63,2000,15.7,0.54,0.44,0.134,0.9,7.4,4.2,19.9,1.9,0.4,12.6,23.3,2,1.8,3.8,0.092,2,-1.1,0.9,1.5,357,830,0.43,138,365,0.378,219,465,0.513,98,111,16,133,2.36507936507937,3.58730158730159,73,11,127,15.0793650793651,0,0,0.545,"west",2.622,0.954545454545455,"big",1,0,0,0
"768","DAL",2013,"Darren Collison","PG",25,81,2372,16.3,0.575,0.188,0.38,1.5,8.7,5.1,26.8,2.2,0.3,17,19.6,4,1.7,5.6,0.114,1.1,-0.9,0.2,1.3,341,724,0.471,48,136,0.353,293,588,0.504,242,275,31,188,2.7037037037037,5.12345679012346,100,8,173,12,0,0,0.5,"west",2.622,0.98780487804878,"big",1,0,0,0
"769","DAL",2010,"Jason Kidd","PG",36,80,2881,17.2,0.577,0.617,0.148,1.9,15.6,8.9,36.4,2.6,0.9,21.4,14.5,4.8,4,8.9,0.148,2.7,1.6,4.3,4.6,284,671,0.423,176,414,0.425,108,257,0.554,80,99,48,397,5.5625,9.05,145,35,195,10.3,1,1,0.671,"west",2.622,0.975609756097561,"big",1,0,0,0
